fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,_ordinance_amount_
LOCAL,0200,Water Fund,88,Department of Water Management,2010,Bureau of Administrative Support,0149,For Software Maintenance and Licensing,80000
LOCAL,0200,Water Fund,88,Department of Water Management,2010,Bureau of Administrative Support,0154,"For the Rental and Maintenance of Data Processing, Office Automation and Data Communications Hardware",90000
LOCAL,0200,Water Fund,88,Department of Water Management,2010,Bureau of Administrative Support,0159,Lease Purchase Agreements for Equipment and Machinery,478860
LOCAL,0200,Water Fund,88,Department of Water Management,2010,Bureau of Administrative Support,0168,Educational Development through Cooperative Education Program and Apprenticeship Program,10500
LOCAL,0200,Water Fund,88,Department of Water Management,2010,Bureau of Administrative Support,0169,Technical Meeting Costs,5000
LOCAL,0200,Water Fund,88,Department of Water Management,2010,Bureau of Administrative Support,0245,Reimbursement to Travelers,2500
LOCAL,0200,Water Fund,88,Department of Water Management,2010,Bureau of Administrative Support,0312,Software Purchases,6426
LOCAL,0200,Water Fund,88,Department of Water Management,2010,Bureau of Administrative Support,0350,Stationery and Office Supplies,31600
LOCAL,0200,Water Fund,88,Department of Water Management,2010,Bureau of Administrative Support,0446,For the Purchase of IT and Data Communication Hardware,96716
LOCAL,0200,Water Fund,88,Department of Water Management,2010,Bureau of Administrative Support,9438,For Services Provided by the Department of Fleet and Facilities Management,82500
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0005,Salaries and Wages - on Payroll,7836689
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0012,Contract Wage Increment - Prevailing Rate,58342
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0015,Schedule Salary Adjustments,19104
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0020,Overtime,49842
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,2435000
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0162,Repair/Maintenance of Equipment,2400
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0169,Technical Meeting Costs,17500
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0229,Transportation and Expense Allowance,5000
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0245,Reimbursement to Travelers,10500
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0340,Material and Supplies,30000
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0345,Apparatus and Instruments,4000
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0348,Books and Related Material,1250
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0350,Stationery and Office Supplies,16500
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0424,Furniture and Furnishings,4500
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0521,Maintenance and Construction,1000000
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0005,Salaries and Wages - on Payroll,60821308
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0012,Contract Wage Increment - Prevailing Rate,632587
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0015,Schedule Salary Adjustments,122649
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0020,Overtime,10238491
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0125,Office and Building Services,345000
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,115000
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0148,Testing and Inspecting,1590000
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0157,Rental of Equipment and Services,142000
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0159,Lease Purchase Agreements for Equipment and Machinery,187550
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0160,Repair or Maintenance of Property,1256800
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0162,Repair/Maintenance of Equipment,6721875
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0169,Technical Meeting Costs,246300
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0245,Reimbursement to Travelers,5200
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0314,Fuel Oil,754400
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0340,Material and Supplies,3437250
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0342,"Drugs, Medicine and Chemical Materials",23918041
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0345,Apparatus and Instruments,311000
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0348,Books and Related Material,1000
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0350,Stationery and Office Supplies,69000
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0360,Repair Parts and Material,1463187
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0401,Tools Less Than or Equal to $100/Unit,11000
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0402,Tools Greater Than $100/Unit,17500
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0410,Equipment for Buildings,175000
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0424,Furniture and Furnishings,13500
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0440,Machinery and Equipment,1234803
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0445,Technical and Scientific Equipment,560000
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0446,For the Purchase of IT and Data Communication Hardware,143880
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0450,Vehicles,240000
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0005,Salaries and Wages - on Payroll,90453568
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0012,Contract Wage Increment - Prevailing Rate,1408384
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0015,Schedule Salary Adjustments,75167
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0020,Overtime,9946396
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,3341543
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0157,Rental of Equipment and Services,2954152
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0160,Repair or Maintenance of Property,323800
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0162,Repair/Maintenance of Equipment,100000
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0169,Technical Meeting Costs,1500
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0185,Waste Disposal Services,2967710
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0316,Gas - Bottled and Propane,161400
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0340,Material and Supplies,1056380
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0350,Stationery and Office Supplies,56930
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0360,Repair Parts and Material,7620027
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0401,Tools Less Than or Equal to $100/Unit,3000
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0423,Communication Devices,1000
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0424,Furniture and Furnishings,3000
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0440,Machinery and Equipment,549391
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0446,For the Purchase of IT and Data Communication Hardware,100000
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0521,Maintenance and Construction,2946315
LOCAL,0200,Water Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,9481,For Services Provided by the Department of Streets and Sanitation,1346319
LOCAL,0200,Water Fund,88,Department of Water Management,2035,Bureau of Meter Services,0005,Salaries and Wages - on Payroll,11055347
LOCAL,0200,Water Fund,88,Department of Water Management,2035,Bureau of Meter Services,0012,Contract Wage Increment - Prevailing Rate,130184
LOCAL,0200,Water Fund,88,Department of Water Management,2035,Bureau of Meter Services,0015,Schedule Salary Adjustments,34243
LOCAL,0200,Water Fund,88,Department of Water Management,2035,Bureau of Meter Services,0020,Overtime,320000
LOCAL,0200,Water Fund,88,Department of Water Management,2035,Bureau of Meter Services,0138,For Professional Services for Information Technology Maintenance,155000
LOCAL,0200,Water Fund,88,Department of Water Management,2035,Bureau of Meter Services,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,500
LOCAL,0200,Water Fund,88,Department of Water Management,2035,Bureau of Meter Services,0148,Testing and Inspecting,70000
LOCAL,0200,Water Fund,88,Department of Water Management,2035,Bureau of Meter Services,0229,Transportation and Expense Allowance,7500
LOCAL,0200,Water Fund,88,Department of Water Management,2035,Bureau of Meter Services,0340,Material and Supplies,36500
LOCAL,0200,Water Fund,88,Department of Water Management,2035,Bureau of Meter Services,0350,Stationery and Office Supplies,6000
LOCAL,0200,Water Fund,88,Department of Water Management,2035,Bureau of Meter Services,0360,Repair Parts and Material,376750
LOCAL,0200,Water Fund,88,Department of Water Management,2035,Bureau of Meter Services,0424,Furniture and Furnishings,5000
LOCAL,0200,Water Fund,88,Department of Water Management,2035,Bureau of Meter Services,0450,Vehicles,75500
LOCAL,0314,Sewer Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0005,Salaries and Wages - on Payroll,2661077
LOCAL,0314,Sewer Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0015,Schedule Salary Adjustments,27258
LOCAL,0314,Sewer Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0020,Overtime,30000
LOCAL,0314,Sewer Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,719000
LOCAL,0314,Sewer Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0149,For Software Maintenance and Licensing,39493
LOCAL,0314,Sewer Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0150,Publications and Reproduction - Outside Services.  To Be Expended with the Prior Approval of Graphics Services,500
LOCAL,0314,Sewer Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0162,Repair/Maintenance of Equipment,20500
LOCAL,0314,Sewer Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0166,"Dues, Subscriptions and Memberships",25000
LOCAL,0314,Sewer Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0169,Technical Meeting Costs,21930
LOCAL,0314,Sewer Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0245,Reimbursement to Travelers,8000
LOCAL,0314,Sewer Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0348,Books and Related Material,1500
LOCAL,0314,Sewer Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0350,Stationery and Office Supplies,6000
LOCAL,0314,Sewer Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0424,Furniture and Furnishings,3000
LOCAL,0314,Sewer Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0446,For the Purchase of IT and Data Communication Hardware,17500
LOCAL,0314,Sewer Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0521,Maintenance and Construction,3000000
LOCAL,0314,Sewer Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0005,Salaries and Wages - on Payroll,50162719
LOCAL,0314,Sewer Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0012,Contract Wage Increment - Prevailing Rate,732371
LOCAL,0314,Sewer Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0015,Schedule Salary Adjustments,24376
LOCAL,0314,Sewer Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0020,Overtime,5556001
LOCAL,0314,Sewer Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,5262432
LOCAL,0314,Sewer Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0154,"For the Rental and Maintenance of Data Processing, Office Automation and Data Communications Hardware",6924
LOCAL,0314,Sewer Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0157,Rental of Equipment and Services,1420305
LOCAL,0314,Sewer Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0185,Waste Disposal Services,2842918
LOCAL,0314,Sewer Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0229,Transportation and Expense Allowance,79390
LOCAL,0314,Sewer Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0340,Material and Supplies,5326102
LOCAL,0314,Sewer Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0345,Apparatus and Instruments,1500
LOCAL,0314,Sewer Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0401,Tools Less Than or Equal to $100/Unit,25000
LOCAL,0314,Sewer Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0402,Tools Greater Than $100/Unit,99673
LOCAL,0314,Sewer Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,0440,Machinery and Equipment,245923
LOCAL,0314,Sewer Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,9438,For Services Provided by the Department of Fleet and Facilities Management,4750000
LOCAL,0314,Sewer Fund,88,Department of Water Management,2025,Bureau of Operations and Distribution,9481,For Services Provided by the Department of Streets and Sanitation,7767702
LOCAL,0346,Library Fund,91,Chicago Public Library,2005,Chicago Public Library,0005,Salaries and Wages - on Payroll,71892954
LOCAL,0346,Library Fund,91,Chicago Public Library,2005,Chicago Public Library,0012,Contract Wage Increment - Prevailing Rate,18416
LOCAL,0346,Library Fund,91,Chicago Public Library,2005,Chicago Public Library,0015,Schedule Salary Adjustments,550845
LOCAL,0346,Library Fund,91,Chicago Public Library,2005,Chicago Public Library,0020,Overtime,400000
LOCAL,0346,Library Fund,91,Chicago Public Library,2005,Chicago Public Library,0091,Uniform Allowance,5500
LOCAL,0346,Library Fund,91,Chicago Public Library,2005,Chicago Public Library,0123,For Services Provided by Performers and Exhibitors,99582
LOCAL,0346,Library Fund,91,Chicago Public Library,2005,Chicago Public Library,0130,Postage,22000
LOCAL,0346,Library Fund,91,Chicago Public Library,2005,Chicago Public Library,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,704581
LOCAL,0346,Library Fund,91,Chicago Public Library,2005,Chicago Public Library,0149,For Software Maintenance and Licensing,1897079
LOCAL,0346,Library Fund,91,Chicago Public Library,2005,Chicago Public Library,0153,Promotions,67500
LOCAL,0346,Library Fund,91,Chicago Public Library,2005,Chicago Public Library,0157,Rental of Equipment and Services,222233
LOCAL,0346,Library Fund,91,Chicago Public Library,2005,Chicago Public Library,0162,Repair/Maintenance of Equipment,645427
LOCAL,0346,Library Fund,91,Chicago Public Library,2005,Chicago Public Library,0164,Bookbinding,56107
LOCAL,0346,Library Fund,91,Chicago Public Library,2005,Chicago Public Library,0165,Graphic Design Services,13813
LOCAL,0346,Library Fund,91,Chicago Public Library,2005,Chicago Public Library,0166,"Dues, Subscriptions and Memberships",209377
LOCAL,0346,Library Fund,91,Chicago Public Library,2005,Chicago Public Library,0168,Educational Development through Cooperative Education Program and Apprenticeship Program,10000
LOCAL,0346,Library Fund,91,Chicago Public Library,2005,Chicago Public Library,0169,Technical Meeting Costs,28000
LOCAL,0346,Library Fund,91,Chicago Public Library,2005,Chicago Public Library,0172,For the Cost of Insurance Premiums and Expenses,24000
LOCAL,0346,Library Fund,91,Chicago Public Library,2005,Chicago Public Library,0178,Freight and Express Charges,4001
LOCAL,0346,Library Fund,91,Chicago Public Library,2005,Chicago Public Library,0196,Data Circuits,1110885
LOCAL,0346,Library Fund,91,Chicago Public Library,2005,Chicago Public Library,0245,Reimbursement to Travelers,21250
LOCAL,0346,Library Fund,91,Chicago Public Library,2005,Chicago Public Library,0340,Material and Supplies,112988
LOCAL,0346,Library Fund,91,Chicago Public Library,2005,Chicago Public Library,0350,Stationery and Office Supplies,560291
LOCAL,0346,Library Fund,91,Chicago Public Library,2005,Chicago Public Library,0361,Building Materials and Supplies,1312
LOCAL,0346,Library Fund,91,Chicago Public Library,2005,Chicago Public Library,0365,Electrical Supplies,1220
LOCAL,0346,Library Fund,91,Chicago Public Library,2005,Chicago Public Library,0410,Equipment for Buildings,96000
LOCAL,0346,Library Fund,91,Chicago Public Library,2005,Chicago Public Library,0420,Furniture and Fixtures,375000
LOCAL,0346,Library Fund,91,Chicago Public Library,2005,Chicago Public Library,0446,For the Purchase of IT and Data Communication Hardware,209972
LOCAL,0346,Library Fund,91,Chicago Public Library,2005,Chicago Public Library,9199,For Purchase of Chicago Public Library Books and Materials,10500000
LOCAL,0346,Library Fund,91,Chicago Public Library,2005,Chicago Public Library,9438,For Services Provided by the Department of Fleet and Facilities Management,20000
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,0003,Scheduled Wage Adjustments,105446222
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,9097,For Capital Construction,81093435
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,0029,For Health Maintenance Organization Premiums (HMO) Provided to Eligible Employees and Their Families,82617311
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,0042,For the Costs of Claims and Administration for Hospital and Medical Care Provided to Eligible Employees  Provided However  That All Payments to the In...,298861658
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,0043,For the Health Maintenance Organization Premiums or Cost of Claims and Administration for Hospital and Medical Care Provided to Police and Fire Depart...,1177416
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,0045,For the Cost of Claims and Administration or Premiums for Term Life Insurance,2920489
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,0049,Claims and Costs of Administration Pursuant to the Workers' Compensation Act,42304500
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,0051,Claims Under Unemployment Insurance Act,3748283
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,0052,Costs of Claims and Administration for Hospital and Medical Care to Eligible Annuitants and Their Eligible Dependents,5536670
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,0056,For the Cost of Claims and Administration or Premiums for a Co-Insured Dental Plan for Employees,12627214
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,0069,PAR Grant Reconciliation,600000
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,0070,Tuition Reimbursement and Educational Programs,205000
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,0085,City Deferred Compensation Contributions for Union Members,1677246
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,0095,For Payment of Allowances of Money to Families or Dependents of Policemen or Firemen Fatally Injured While in the Performance of Their Duties,1200000
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,0096,For Paying the Salary of Any Sworn Member of the Police or Fire Department Killed in the Line of Duty for a Period of One Year Commencing From the Dat...,4000000
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,0135,For Delegate Agencies,400000
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,0138,For Professional Services for Information Technology Maintenance,73951721
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,0139,For Professional Services for Information Technology Development,5512047
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,51726873
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,0142,Accounting and Auditing,1870200
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,0143,Court Reporting,150000
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,0145,Legal Expenses,2300000
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,0149,For Software Maintenance and Licensing,124177
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,0170,Surety Bond Premiums,85000
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,0171,Miscellaneous Supplies,80000
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,0172,For the Cost of Insurance Premiums and Expenses,4379893
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,0245,Reimbursement to Travelers,300000
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,0340,Material and Supplies,750000
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,0342,"Drugs, Medicine and Chemical Materials",125000
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,0420,Furniture and Fixtures,320000
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,0912,For Payment of Bonds,182612000
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,0931,"For the Payment of Tort and Non-Tort Judgments, Outside Counsel Expenses and Expert Costs, as Approved by the Corporation Counsel",44160000
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,0934,Claims for Damages and Liabilities Against the City When Ordered Paid by the City Council,200000
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,0991,To Provide for Matching and Supplementary Grant Funds Currently in Effect as Well as New Grants,16088768
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,9027,For the City Contribution to Social Security Tax,1189189
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,9067,For Physical Exams,450000
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,9076,City's Contribution to Medicare Tax,38193322
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,9180,For World Business Chicago Program,1600000
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,9222,Emergency Medical Transportation,125000000
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,9265,Home Repair Program,10000000
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,9295,Consent Decree,4740000
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,929A,Casino Community Impact,2000000
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,9540,For Payment of General Obligation Certificate,1411615
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,9635,To Reimburse Midway Fund for Fire Department Salaries,2923412
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,9636,To Reimburse Midway Fund for Fire Department Benefits,1504095
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,9827,New Arrivals Services,150000000
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,9980,Municipal Fund Pension Allocation,358222830
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,9981,Laborers' Fund Pension Allocation,25426000
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,9982,Policemen's Fund Pension Allocation,104141000
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,9983,Firemen's Fund Pension Allocation,54556000
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,9984,Municipal Fund Advance Pension Payment,142301000
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,9985,Laborers' Fund Advance Pension Payment,12571000
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,9986,Policemen's Fund Advance Pension Payment,78170000
LOCAL,0100,Corporate Fund,99,Finance General,2005,Finance General,9987,Firemen's Fund Advance Pension Payment,26464000
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,0003,Scheduled Wage Adjustments,754000
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,0029,For Health Maintenance Organization Premiums (HMO) Provided to Eligible Employees and Their Families,5392342
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,0042,For the Costs of Claims and Administration for Hospital and Medical Care Provided to Eligible Employees  Provided However  That All Payments to the In...,19506382
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,0045,For the Cost of Claims and Administration or Premiums for Term Life Insurance,191043
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,0049,Claims and Costs of Administration Pursuant to the Workers' Compensation Act,13344660
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,0051,Claims Under Unemployment Insurance Act,507896
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,0052,Costs of Claims and Administration for Hospital and Medical Care to Eligible Annuitants and Their Eligible Dependents,362180
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,0056,For the Cost of Claims and Administration or Premiums for a Co-Insured Dental Plan for Employees,826006
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,0070,Tuition Reimbursement and Educational Programs,150000
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,0085,City Deferred Compensation Contributions for Union Members,662781
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,0128,Investigation Costs.  To Be Expended at the Direction of the Comptroller,602550
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,0130,Postage,247754
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,0138,For Professional Services for Information Technology Maintenance,5734645
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,0139,For Professional Services for Information Technology Development,2670807
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,7676942
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,0142,Accounting and Auditing,442500
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,0149,For Software Maintenance and Licensing,25025
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,0172,For the Cost of Insurance Premiums and Expenses,2286583
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,0902,For Interest on Bonds,92282794
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,0905,For Payment to Metropolitan Sanitary District for Wastewater Services,6800000
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,0912,For Payment of Bonds,85780000
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,0931,"For the Payment of Tort and Non-Tort Judgments, Outside Counsel Expenses and Expert Costs, as Approved by the Corporation Counsel",6800000
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,0934,Claims for Damages and Liabilities Against the City When Ordered Paid by the City Council,15000
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,0943,For Interest on Loans,23269475
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,0944,For Payment on Loans,45436362
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,0958,For Payment of Water Pipe Extension Certificates,100000
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,0959,For Bond Fees and Costs,47100
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,9027,For the City Contribution to Social Security Tax,40166
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,9067,For Physical Exams,30000
LOCAL,0200,Water Fund,99,Finance General,2005,Finance General,9076,City's Contribution to Medicare Tax,1700162
