fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,_ordinance_amount_
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2110,Policy and Planning,0130,Postage,250
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2110,Policy and Planning,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,8000
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2110,Policy and Planning,0149,For Software Maintenance and Licensing,4095
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2110,Policy and Planning,0159,Lease Purchase Agreements for Equipment and Machinery,1820
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2110,Policy and Planning,0169,Technical Meeting Costs,500
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2110,Policy and Planning,0245,Reimbursement to Travelers,1400
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2110,Policy and Planning,0350,Stationery and Office Supplies,1600
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2110,Policy and Planning,0446,For the Purchase of IT and Data Communication Hardware,2493
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2115,Division of Administration,0005,Salaries and Wages - on Payroll,5330813
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2115,Division of Administration,0015,Schedule Salary Adjustments,64930
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2115,Division of Administration,0020,Overtime,500
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2115,Division of Administration,0039,For the Employment of Students as Trainees,30000
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2115,Division of Administration,0130,Postage,250
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2115,Division of Administration,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,98500
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2115,Division of Administration,0149,For Software Maintenance and Licensing,6844
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2115,Division of Administration,0150,Publications and Reproduction - Outside Services.  To be Expended with the Prior Approval of Graphics Services,200
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2115,Division of Administration,0159,Lease Purchase Agreements for Equipment and Machinery,10615
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2115,Division of Administration,0169,Technical Meeting Costs,7500
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2115,Division of Administration,0245,Reimbursement to Travelers,5000
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2115,Division of Administration,0348,Books and Related Material,5000
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2115,Division of Administration,0350,Stationery and Office Supplies,13200
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2115,Division of Administration,0446,For the Purchase of IT and Data Communication Hardware,4531
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2115,Division of Administration,9438,For Services Provided by the Department of Fleet and Facilities Management,10000
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2125,Division of Engineering,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,4000
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2125,Division of Engineering,0144,Engineering and Architecture,1213972
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2130,Division of Traffic Safety,0005,Salaries and Wages - on Payroll,1295211
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2130,Division of Traffic Safety,0015,Schedule Salary Adjustments,29550
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2130,Division of Traffic Safety,0138,For Professional Services for Information Technology Maintenance,19000
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2130,Division of Traffic Safety,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,404300
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2130,Division of Traffic Safety,0149,For Software Maintenance and Licensing,19087
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2130,Division of Traffic Safety,0159,Lease Purchase Agreements for Equipment and Machinery,1400
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2130,Division of Traffic Safety,0162,Repair/Maintenance of Equipment,17643438
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2130,Division of Traffic Safety,0166,"Dues, Subscriptions and Memberships",12700
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2130,Division of Traffic Safety,0169,Technical Meeting Costs,3000
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2130,Division of Traffic Safety,0181,Mobile Communication Services,99360
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2130,Division of Traffic Safety,0245,Reimbursement to Travelers,5500
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2130,Division of Traffic Safety,0348,Books and Related Material,350
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2130,Division of Traffic Safety,0350,Stationery and Office Supplies,2000
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2130,Division of Traffic Safety,0446,For the Purchase of IT and Data Communication Hardware,4743
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0005,Salaries and Wages - on Payroll,560662
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0015,Schedule Salary Adjustments,9600
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0020,Overtime,1500
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0130,Postage,400
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0149,For Software Maintenance and Licensing,14087
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0159,Lease Purchase Agreements for Equipment and Machinery,5540
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0160,Repair or Maintenance of Property,5500
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0162,Repair/Maintenance of Equipment,4000
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0185,Waste Disposal Services,1800
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0350,Stationery and Office Supplies,6000
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0362,Paints and Painting Supplies,40000
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0440,Machinery and Equipment,38000
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0446,For the Purchase of IT and Data Communication Hardware,7265
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2145,Division of Project Development,0005,Salaries and Wages - on Payroll,3044090
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2145,Division of Project Development,0015,Schedule Salary Adjustments,55633
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2145,Division of Project Development,0130,Postage,250
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2145,Division of Project Development,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,34892
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2145,Division of Project Development,0149,For Software Maintenance and Licensing,141539
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2145,Division of Project Development,0159,Lease Purchase Agreements for Equipment and Machinery,8842
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2145,Division of Project Development,0166,"Dues, Subscriptions and Memberships",68586
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2145,Division of Project Development,0169,Technical Meeting Costs,1200
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2145,Division of Project Development,0245,Reimbursement to Travelers,1400
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2145,Division of Project Development,0270,Local Transportation,150
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2145,Division of Project Development,0348,Books and Related Material,400
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2145,Division of Project Development,0350,Stationery and Office Supplies,3600
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2145,Division of Project Development,0446,For the Purchase of IT and Data Communication Hardware,10522
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0005,Salaries and Wages - on Payroll,3863127
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0012,Contract Wage Increment - Prevailing Rate,49468
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0015,Schedule Salary Adjustments,15235
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0020,Overtime,68968
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0091,Uniform Allowance,1400
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0130,Postage,165
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,2562000
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0149,For Software Maintenance and Licensing,838017
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0157,Rental of Equipment and Services,61921
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0159,Lease Purchase Agreements for Equipment and Machinery,29851
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0162,Repair/Maintenance of Equipment,18200
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0169,Technical Meeting Costs,8750
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0229,Transportation and Expense Allowance,232110
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0319,Clothing,11730
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0350,Stationery and Office Supplies,6600
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0440,Machinery and Equipment,4000
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0446,For the Purchase of IT and Data Communication Hardware,28562
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,9438,For Services Provided by the Department of Fleet and Facilities Management,10000
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0005,Salaries and Wages - on Payroll,4527231
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0012,Contract Wage Increment - Prevailing Rate,1565
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0015,Schedule Salary Adjustments,52432
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0020,Overtime,105000
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,16000
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0149,For Software Maintenance and Licensing,29107
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0157,Rental of Equipment and Services,100690
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0159,Lease Purchase Agreements for Equipment and Machinery,4488
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0160,Repair or Maintenance of Property,8800
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0169,Technical Meeting Costs,15000
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0185,Waste Disposal Services,40365
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0313,Cleaning and Sanitation Supplies,2000
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0316,Gas - Bottled and Propane,18000
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0319,Clothing,5400
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0340,Material and Supplies,52900
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0350,Stationery and Office Supplies,2000
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0440,Machinery and Equipment,6500
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0446,For the Purchase of IT and Data Communication Hardware,21845
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,9438,For Services Provided by the Department of Fleet and Facilities Management,10000
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2160,Citywide Services,0005,Salaries and Wages - on Payroll,1095838
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2160,Citywide Services,0015,Schedule Salary Adjustments,31909
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2160,Citywide Services,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,1008559
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2160,Citywide Services,0149,For Software Maintenance and Licensing,122155
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2160,Citywide Services,0166,"Dues, Subscriptions and Memberships",1590
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2160,Citywide Services,0350,Stationery and Office Supplies,2000
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2160,Citywide Services,0446,For the Purchase of IT and Data Communication Hardware,4875
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2160,Citywide Services,9142,Returning Citizens Initiatives,600000
LOCAL,0100,Corporate Fund,84,Chicago Department of Transportation,2160,Citywide Services,9438,For Services Provided by the Department of Fleet and Facilities Management,6000
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2125,Division of Engineering,0005,Salaries and Wages - on Payroll,7631777
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2125,Division of Engineering,0015,Schedule Salary Adjustments,60950
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2125,Division of Engineering,0020,Overtime,30000
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2125,Division of Engineering,0144,Engineering and Architecture,968937
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2125,Division of Engineering,0149,For Software Maintenance and Licensing,924053
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2125,Division of Engineering,0150,Publications and Reproduction - Outside Services.  To be Expended with the Prior Approval of Graphics Services,282
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2125,Division of Engineering,0152,Advertising,705
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2125,Division of Engineering,0159,Lease Purchase Agreements for Equipment and Machinery,8913
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2125,Division of Engineering,0166,"Dues, Subscriptions and Memberships",9000
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2125,Division of Engineering,0169,Technical Meeting Costs,12020
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2125,Division of Engineering,0229,Transportation and Expense Allowance,4323
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2125,Division of Engineering,0245,Reimbursement to Travelers,7990
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2125,Division of Engineering,0340,Material and Supplies,5640
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2125,Division of Engineering,0350,Stationery and Office Supplies,70340
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2125,Division of Engineering,0446,For the Purchase of IT and Data Communication Hardware,54568
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2135,Division of Infrastructure Management,0005,Salaries and Wages - on Payroll,7223595
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2135,Division of Infrastructure Management,0015,Schedule Salary Adjustments,96302
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2135,Division of Infrastructure Management,0020,Overtime,111236
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2135,Division of Infrastructure Management,0091,Uniform Allowance,8500
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2135,Division of Infrastructure Management,0130,Postage,16500
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2135,Division of Infrastructure Management,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,6897297
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2135,Division of Infrastructure Management,0149,For Software Maintenance and Licensing,1304489
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2135,Division of Infrastructure Management,0150,Publications and Reproduction - Outside Services.  To be Expended with the Prior Approval of Graphics Services,846
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2135,Division of Infrastructure Management,0152,Advertising,911618
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2135,Division of Infrastructure Management,0157,Rental of Equipment and Services,10512
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2135,Division of Infrastructure Management,0159,Lease Purchase Agreements for Equipment and Machinery,24201
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2135,Division of Infrastructure Management,0160,Repair or Maintenance of Property,2444
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2135,Division of Infrastructure Management,0162,Repair/Maintenance of Equipment,2350
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2135,Division of Infrastructure Management,0166,"Dues, Subscriptions and Memberships",6923
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2135,Division of Infrastructure Management,0169,Technical Meeting Costs,12690
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2135,Division of Infrastructure Management,0229,Transportation and Expense Allowance,201600
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2135,Division of Infrastructure Management,0245,Reimbursement to Travelers,24910
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2135,Division of Infrastructure Management,0313,Cleaning and Sanitation Supplies,3600
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2135,Division of Infrastructure Management,0319,Clothing,15220
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2135,Division of Infrastructure Management,0340,Material and Supplies,13930
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2135,Division of Infrastructure Management,0348,Books and Related Material,1050
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2135,Division of Infrastructure Management,0350,Stationery and Office Supplies,8500
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2135,Division of Infrastructure Management,0446,For the Purchase of IT and Data Communication Hardware,46511
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2135,Division of Infrastructure Management,9438,For Services Provided by the Department of Fleet and Facilities Management,3760
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0005,Salaries and Wages - on Payroll,50068221
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0012,Contract Wage Increment - Prevailing Rate,775567
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0015,Schedule Salary Adjustments,15734
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0020,Overtime,1330654
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0091,Uniform Allowance,61000
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,25200
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0157,Rental of Equipment and Services,233436
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0159,Lease Purchase Agreements for Equipment and Machinery,12920
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0160,Repair or Maintenance of Property,13160
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0185,Waste Disposal Services,96957
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0229,Transportation and Expense Allowance,10300
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0319,Clothing,17000
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0345,Apparatus and Instruments,10000
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0350,Stationery and Office Supplies,9250
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0005,Salaries and Wages - on Payroll,4376229
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0012,Contract Wage Increment - Prevailing Rate,57761
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0015,Schedule Salary Adjustments,27864
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0020,Overtime,42462
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0091,Uniform Allowance,1800
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,1810064
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0157,Rental of Equipment and Services,12974
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0229,Transportation and Expense Allowance,20500
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0319,Clothing,2883
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0340,Material and Supplies,2961089
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2145,Division of Project Development,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,1196100
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0005,Salaries and Wages - on Payroll,26646641
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0012,Contract Wage Increment - Prevailing Rate,449325
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0020,Overtime,2408762
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0091,Uniform Allowance,6800
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0149,For Software Maintenance and Licensing,485100
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0157,Rental of Equipment and Services,2371576
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0229,Transportation and Expense Allowance,500
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0340,Material and Supplies,4161704
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0005,Salaries and Wages - on Payroll,34792529
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0012,Contract Wage Increment - Prevailing Rate,568559
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0015,Schedule Salary Adjustments,9082
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0020,Overtime,2567325
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0091,Uniform Allowance,18400
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,1091696
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0157,Rental of Equipment and Services,3324830
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0160,Repair or Maintenance of Property,26908
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0162,Repair/Maintenance of Equipment,27869
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0229,Transportation and Expense Allowance,500
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0340,Material and Supplies,6902955
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0365,Electrical Supplies,21142
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2160,Citywide Services,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,7887476
LOCAL,0B21,Tax Increment Financing Administration Fund,84,Chicago Department of Transportation,2115,Division of Administration,0005,Salaries and Wages - on Payroll,353571
LOCAL,0B21,Tax Increment Financing Administration Fund,84,Chicago Department of Transportation,2115,Division of Administration,0015,Schedule Salary Adjustments,2584
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0005,Salaries and Wages - on Payroll,32523440
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0011,Contract Wage Increment - Salary,13706
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0012,Contract Wage Increment - Prevailing Rate,275434
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0015,Schedule Salary Adjustments,227822
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0020,Overtime,1200000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0039,For the Employment of Students as Trainees,49400
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0049,Claims and Costs of Administration Pursuant to the Workers' Compensation Act,1134092
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0091,Uniform Allowance,101000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0130,Postage,200
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0138,For Professional Services for Information Technology Maintenance,10176400
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,28524000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0141,Appraisals,10000
