fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,_ordinance_amount_
LOCAL,0300,Vehicle Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0350,Stationery and Office Supplies,9250
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0005,Salaries and Wages - on Payroll,4969229
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0012,Contract Wage Increment - Prevailing Rate,58807
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0015,Schedule Salary Adjustments,36593
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0020,Overtime,66097
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0091,Uniform Allowance,1800
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,1770064
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0157,Rental of Equipment and Services,12974
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0229,Transportation and Expense Allowance,33315
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0319,Clothing,1442
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2140,Division of Sign Management,0340,Material and Supplies,1668544
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2145,Division of Project Development,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,896100
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0005,Salaries and Wages - on Payroll,29174911
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0012,Contract Wage Increment - Prevailing Rate,454242
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0015,Schedule Salary Adjustments,464
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0020,Overtime,3749509
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0091,Uniform Allowance,6800
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0149,For Software Maintenance and Licensing,485100
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0157,Rental of Equipment and Services,1918040
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2150,Division of Electrical Operations,0340,Material and Supplies,3184218
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0005,Salaries and Wages - on Payroll,35331843
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0012,Contract Wage Increment - Prevailing Rate,544330
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0015,Schedule Salary Adjustments,6094
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0020,Overtime,3996330
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0091,Uniform Allowance,18400
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,653772
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0157,Rental of Equipment and Services,3315830
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0160,Repair or Maintenance of Property,26908
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0162,Repair/Maintenance of Equipment,27869
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0229,Transportation and Expense Allowance,500
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0340,Material and Supplies,6350263
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2155,Division of In-House Construction,0365,Electrical Supplies,21142
LOCAL,0310,Motor Fuel Tax Fund,84,Chicago Department of Transportation,2160,Citywide Services,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,7887476
LOCAL,0B21,Tax Increment Financing Administration Fund,84,Chicago Department of Transportation,2115,Division of Administration,0005,Salaries and Wages - on Payroll,410088
LOCAL,0B21,Tax Increment Financing Administration Fund,84,Chicago Department of Transportation,2115,Division of Administration,0015,Schedule Salary Adjustments,4984
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0005,Salaries and Wages - on Payroll,36985903
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0012,Contract Wage Increment - Prevailing Rate,289832
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0015,Schedule Salary Adjustments,203485
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0020,Overtime,4606854
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0039,For the Employment of Students as Trainees,49400
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0049,Claims and Costs of Administration Pursuant to the Workers' Compensation Act,1134092
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0091,Uniform Allowance,101000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0130,Postage,200
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0138,For Professional Services for Information Technology Maintenance,9935800
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,27814200
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0141,Appraisals,10000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0142,Accounting and Auditing,322500
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0144,Engineering and Architecture,40000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0148,Testing and Inspecting,10700
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0149,For Software Maintenance and Licensing,330900
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0152,Advertising,56800
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0157,Rental of Equipment and Services,14875000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0160,Repair or Maintenance of Property,1567500
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0161,"Operation, Repair or Maintenance of Facilities",29374400
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0162,Repair/Maintenance of Equipment,32082000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0163,Repair/Maintenance of Streets and Pavements,6090000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0166,"Dues, Subscriptions and Memberships",93700
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0168,Educational Development through Cooperative Education Program and Apprenticeship Program,353600
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0169,Technical Meeting Costs,78700
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0181,Mobile Communication Services,257600
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0183,Water,1708900
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0185,Waste Disposal Services,555000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0189,Telephone - Non-Centrex Billings,238400
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0190,Telephone - Centrex Billings,386000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0191,Telephone - Relocations of Phone Lines,5000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0197,Telephone - Maintenance and Repair of Equipment and Voicemail,7000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0229,Transportation and Expense Allowance,100
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0245,Reimbursement to Travelers,12200
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0270,Local Transportation,100
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0313,Cleaning and Sanitation Supplies,64000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0319,Clothing,109900
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0340,Material and Supplies,3333100
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0350,Stationery and Office Supplies,30000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0360,Repair Parts and Material,93500
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0361,Building Materials and Supplies,4500
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0362,Paints and Painting Supplies,40000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0364,Plumbing Supplies,2000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0365,Electrical Supplies,697000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0402,Tools Greater Than $100/Unit,15000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0423,Communication Devices,1324100
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0424,Furniture and Furnishings,138800
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0440,Machinery and Equipment,235500
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0446,For the Purchase of IT and Data Communication Hardware,3661700
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,0450,Vehicles,500000
LOCAL,0610,Chicago Midway Airport Fund,85,Chicago Department of Aviation,2010,Chicago Midway Airport,9438,For Services Provided by the Department of Fleet and Facilities Management,35000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0005,Salaries and Wages - on Payroll,184658160
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0012,Contract Wage Increment - Prevailing Rate,1513079
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0015,Schedule Salary Adjustments,1303419
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0020,Overtime,19827682
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0039,For the Employment of Students as Trainees,247000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0049,Claims and Costs of Administration Pursuant to the Workers' Compensation Act,7821922
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0091,Uniform Allowance,436800
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0130,Postage,12000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0138,For Professional Services for Information Technology Maintenance,55012600
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,234139900
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0141,Appraisals,20000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0142,Accounting and Auditing,1177900
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0144,Engineering and Architecture,715000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0147,Surveys,15000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0148,Testing and Inspecting,34300
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0149,For Software Maintenance and Licensing,2646500
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0152,Advertising,312700
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0153,Promotions,12000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0154,"For the Rental and Maintenance of Data Processing, Office Automation and Data Communications Hardware",2400
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0155,Rental of Property,6136200
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0157,Rental of Equipment and Services,41763901
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0160,Repair or Maintenance of Property,2458000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0161,"Operation, Repair or Maintenance of Facilities",61340400
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0162,Repair/Maintenance of Equipment,29763700
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0163,Repair/Maintenance of Streets and Pavements,14395500
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0166,"Dues, Subscriptions and Memberships",844100
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0168,Educational Development through Cooperative Education Program and Apprenticeship Program,2602400
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0169,Technical Meeting Costs,791600
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0178,Freight and Express Charges,18000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0181,Mobile Communication Services,577100
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0183,Water,12000000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0185,Waste Disposal Services,2394600
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0189,Telephone - Non-Centrex Billings,824900
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0190,Telephone - Centrex Billings,603000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0196,Data Circuits,360000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0197,Telephone - Maintenance and Repair of Equipment and Voicemail,20000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0229,Transportation and Expense Allowance,5500
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0245,Reimbursement to Travelers,215000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0270,Local Transportation,6500
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0313,Cleaning and Sanitation Supplies,797500
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0314,Fuel Oil,100000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0319,Clothing,746000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0340,Material and Supplies,13296700
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0345,Apparatus and Instruments,25000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0348,Books and Related Material,23600
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0350,Stationery and Office Supplies,200000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0360,Repair Parts and Material,1802000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0361,Building Materials and Supplies,924000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0362,Paints and Painting Supplies,550000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0364,Plumbing Supplies,250000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0365,Electrical Supplies,5020000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0402,Tools Greater Than $100/Unit,42000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0423,Communication Devices,3084200
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0424,Furniture and Furnishings,1120000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0440,Machinery and Equipment,2837200
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,0446,For the Purchase of IT and Data Communication Hardware,19676600
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,9438,For Services Provided by the Department of Fleet and Facilities Management,90000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,9441,For Services Provided by the Chicago Department of Public Health,90000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,9481,For Services Provided by the Department of Streets and Sanitation,1200000
LOCAL,0740,Chicago O'Hare Airport Fund,85,Chicago Department of Aviation,2015,Chicago-O'Hare International Airport,9484,For Services Provided by the Chicago Department of Transportation,800000
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0005,Salaries and Wages - on Payroll,6738170
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0012,Contract Wage Increment - Prevailing Rate,41257
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0015,Schedule Salary Adjustments,65499
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0020,Overtime,218224
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0039,For the Employment of Students as Trainees,90000
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0130,Postage,113000
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,6351828
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0150,Publications and Reproduction - Outside Services.  To be Expended with the Prior Approval of Graphics Services,16000
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0152,Advertising,152900
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0161,"Operation, Repair or Maintenance of Facilities",67000
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0162,Repair/Maintenance of Equipment,515675
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0166,"Dues, Subscriptions and Memberships",583800
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0169,Technical Meeting Costs,172500
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0245,Reimbursement to Travelers,18400
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0340,Material and Supplies,889075
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0348,Books and Related Material,500
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0350,Stationery and Office Supplies,14500
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0424,Furniture and Furnishings,7500
LOCAL,0200,Water Fund,88,Department of Water Management,2005,Commissioner's Office,0440,Machinery and Equipment,139828
LOCAL,0200,Water Fund,88,Department of Water Management,2010,Bureau of Administrative Support,0005,Salaries and Wages - on Payroll,4802046
LOCAL,0200,Water Fund,88,Department of Water Management,2010,Bureau of Administrative Support,0015,Schedule Salary Adjustments,71325
LOCAL,0200,Water Fund,88,Department of Water Management,2010,Bureau of Administrative Support,0020,Overtime,770811
LOCAL,0200,Water Fund,88,Department of Water Management,2010,Bureau of Administrative Support,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,27950
LOCAL,0200,Water Fund,88,Department of Water Management,2010,Bureau of Administrative Support,0149,For Software Maintenance and Licensing,80000
LOCAL,0200,Water Fund,88,Department of Water Management,2010,Bureau of Administrative Support,0154,"For the Rental and Maintenance of Data Processing, Office Automation and Data Communications Hardware",90000
LOCAL,0200,Water Fund,88,Department of Water Management,2010,Bureau of Administrative Support,0159,Lease Purchase Agreements for Equipment and Machinery,478860
LOCAL,0200,Water Fund,88,Department of Water Management,2010,Bureau of Administrative Support,0168,Educational Development through Cooperative Education Program and Apprenticeship Program,10500
LOCAL,0200,Water Fund,88,Department of Water Management,2010,Bureau of Administrative Support,0169,Technical Meeting Costs,5000
LOCAL,0200,Water Fund,88,Department of Water Management,2010,Bureau of Administrative Support,0245,Reimbursement to Travelers,2500
LOCAL,0200,Water Fund,88,Department of Water Management,2010,Bureau of Administrative Support,0312,Software Purchases,6426
LOCAL,0200,Water Fund,88,Department of Water Management,2010,Bureau of Administrative Support,0350,Stationery and Office Supplies,31600
LOCAL,0200,Water Fund,88,Department of Water Management,2010,Bureau of Administrative Support,0446,For the Purchase of IT and Data Communication Hardware,124000
LOCAL,0200,Water Fund,88,Department of Water Management,2010,Bureau of Administrative Support,9438,For Services Provided by the Department of Fleet and Facilities Management,82500
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0005,Salaries and Wages - on Payroll,3714791
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0015,Schedule Salary Adjustments,61277
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,3285000
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0162,Repair/Maintenance of Equipment,2400
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0166,"Dues, Subscriptions and Memberships",20000
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0169,Technical Meeting Costs,14000
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0245,Reimbursement to Travelers,10500
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0340,Material and Supplies,30000
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0348,Books and Related Material,750
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0350,Stationery and Office Supplies,16000
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0424,Furniture and Furnishings,4500
LOCAL,0200,Water Fund,88,Department of Water Management,2015,Bureau of Engineering Services,0521,Maintenance and Construction,1000000
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0005,Salaries and Wages - on Payroll,43480603
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0012,Contract Wage Increment - Prevailing Rate,497942
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0015,Schedule Salary Adjustments,131159
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0020,Overtime,11866140
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0125,Office and Building Services,315000
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0148,Testing and Inspecting,1580000
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0157,Rental of Equipment and Services,88000
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0159,Lease Purchase Agreements for Equipment and Machinery,187550
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0160,Repair or Maintenance of Property,865000
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0162,Repair/Maintenance of Equipment,3372000
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0169,Technical Meeting Costs,93000
LOCAL,0200,Water Fund,88,Department of Water Management,2020,Bureau of Water Supply,0245,Reimbursement to Travelers,5200
